date,snow_depth,water,water_adjusted,site
5/2001,32.8,16.7,--,MBL
2/2002,62.0,28.0,--,MBL
3/2002,66.1,33.5,--,MBL
4/2002,33.8,13.8,--,MBL
5/2002,34.1,18.5,--,MBL
2/2003,71.6,35.3,--,MBL
3/2003,71.2,43.7,--,MBL
4/2003,81.6,50.6,--,MBL
5/2003,119.0,54.9,--,MBL
2/2004,64.0,24.1,--,MBL
3/2004,107.0,42.0,--,MBL
4/2004,76.0,37.6,--,MBL
5/2004,50.5,25.4,--,MBL
2/2005,56.5,23.3,--,MBL
3/2005,64.4,26.7,--,MBL
4/2005,81.1,33.8,--,MBL
5/2005,70.2,35.6,--,MBL
2/2006,82.7,33.0,--,MBL
3/2006,72.1,38.1,--,MBL
4/2006,135.0,50.0,--,MBL
5/2006,128.2,63.3,--,MBL
2/2007,28.0,10.6,--,MBL
3/2007,76.0,24.7,--,MBL
4/2007,36.8,15.8,--,MBL
5/2007,6.1,3.1,--,MBL
2/2008,82.5,25.6,--,MBL
3/2008,92.0,33.1,--,MBL
4/2008,72.7,32.7,--,MBL
5/2008,54.7,26.2,--,MBL
2/2009,22.6,7.1,--,MBL
3/2009,58.8,17.8,--,MBL
4/2009,68.1,29.6,--,MBL
5/2009,39.4,14.8,--,MBL
4/2010,93.1,33.0,--,MBL
5/2010,101.6,34.3,--,MBL
2/2011,32.7,14.1,--,MBL
4/2011,118.5,29.3,--,MBL
5/2011,84.4,40.6,--,MBL
2/2012,18.5,8.0,--,MBL
3/2012,18.2,11.2,--,MBL
4/2012,82.0,31.2,--,MBL
5/2012,52.7,25.8,--,MBL
2/2013,48.5,19.2,--,MBL
3/2013,51.0,20.6,--,MBL
4/2013,39.9,18.4,--,MBL
5/2013,7.5,3.9,--,MBL
2/2014,1.0,0.5,--,MBL
3/2014,13.5,3.0,--,MBL
4/2014,4.0,1.5,--,MBL
5/2014,0.0,0.0,--,MBL
2/2015,5.5,3.0,--,MBL
3/2015,18.5,7.0,--,MBL
4/2015,1.5,0.5,--,MBL
5/2015,0.0,0.0,--,MBL
2/2016,70.5,25.5,--,MBL
3/2016,56.5,27.5,--,MBL
4/2016,68.5,27.0,--,MBL
5/2016,20.5,12.0,--,MBL
2/2000,49.4,16.9,--,MCB
3/2000,108.8,33.4,--,MCB
4/2000,74.8,33.6,33.6,MCB
2/2001,57.3,16.9,--,MCB
3/2001,92.4,27.4,--,MCB
4/2001,50.1,23.2,--,MCB
2/2002,83.1,29.3,--,MCB
3/2002,76.6,30.8,--,MCB
4/2002,104.4,41.5,--,MCB
2/2003,51.6,23.1,--,MCB
3/2003,59.6,25.9,--,MCB
4/2003,50.5,26.6,--,MCB
5/2003,72.6,33.2,--,MCB
2/2004,93.2,31.8,--,MCB
3/2004,86.7,33.7,--,MCB
4/2004,70.2,33.8,--,MCB
5/2004,28.8,14.9,--,MCB
3/2005,91.0,39.2,--,MCB
4/2005,119.8,49.1,--,MCB
5/2005,92.8,47.9,--,MCB
2/2006,58.4,17.4,--,MCB
3/2006,46.7,18.7,--,MCB
4/2006,99.6,39.2,--,MCB
5/2006,91.8,45.6,--,MCB
2/2007,27.1,9.4,--,MCB
3/2007,76.3,22.4,--,MCB
4/2007,49.8,16.7,--,MCB
5/2007,11.9,4.6,--,MCB
2/2008,102.6,31.7,--,MCB
3/2008,99.8,38.0,--,MCB
4/2008,74.6,34.1,--,MCB
5/2008,31.8,16.3,--,MCB
2/2009,46.4,16.0,--,MCB
3/2009,103.9,30.2,--,MCB
4/2009,89.1,35.4,--,MCB
5/2009,44.7,20.3,--,MCB
2/2010,91.0,28.0,--,MCB
3/2010,92.1,35.4,--,MCB
4/2010,89.4,38.3,--,MCB
5/2010,84.7,40.5,--,MCB
2/2011,72.7,29.5,--,MCB
3/2011,112.8,40.0,--,MCB
4/2011,177.3,65.3,--,MCB
5/2011,132.3,65.8,--,MCB
2/2012,23.2,5.5,--,MCB
3/2012,25.6,8.4,--,MCB
4/2012,66.0,25.5,--,MCB
5/2012,40.4,19.3,--,MCB
2/2013,47.0,18.5,--,MCB
3/2013,45.1,19.8,--,MCB
4/2013,39.6,17.7,--,MCB
5/2013,1.9,1.0,--,MCB
2/2014,3.0,1.0,--,MCB
3/2014,6.0,3.0,--,MCB
4/2014,13.0,3.0,--,MCB
5/2014,9.5,2.0,--,MCB
2/2015,10.5,4.0,--,MCB
3/2015,0.0,0.0,--,MCB
4/2015,0.0,0.0,--,MCB
5/2015,5.0,1.0,--,MCB
2/2016,80.0,27.0,--,MCB
3/2016,68.5,29.5,--,MCB
4/2016,72.5,35.5,--,MCB
5/2016,29.5,14.5,--,MCB
4/2000,0.0,0.0,--,MCP
4/2001,0.0,0.0,--,MCP
4/2002,23.6,10.9,--,MCP
4/2003,0.0,0.0,--,MCP
2/2004,29.9,9.8,--,MCP
3/2004,52.7,7.3,--,MCP
4/2004,2.1,0.7,--,MCP
4/2005,1.0,0.0,--,MCP
4/2006,12.0,5.0,--,MCP
4/2007,0.0,0.0,--,MCP
4/2008,12.8,6.0,--,MCP
4/2009,5.0,1.5,--,MCP
4/2011,26.0,8.0,--,MCP
4/2012,0.0,0.0,--,MCP
4/2013,0.0,0.0,--,MCP
4/2014,0.0,0.0,--,MCP
4/2015,0.0,0.0,--,MCP
4/2016,0.0,0.0,--,MCP
2/2000,42.6,11.5,11.5,MD2
3/2000,75.1,22.3,22.3,MD2
4/2000,51.9,21.9,21.9,MD2
2/2001,26.8,6.6,6.6,MD2
3/2001,46.5,12.9,12.9,MD2
4/2001,25.8,10.3,10.3,MD2
5/2001,9.2,4.3,4.3,MD2
2/2002,46.5,14.3,14.3,MD2
3/2002,41.3,16.3,16.3,MD2
4/2002,43.2,17.8,17.8,MD2
2/2003,28.9,11.6,11.6,MD2
3/2003,29.5,11.6,11.7,MD2
4/2003,23.1,10.4,10.8,MD2
5/2003,27.5,10.2,10.2,MD2
6/2003,0.0,0.0,--,MD2
2/2004,41.3,14.2,14.5,MD2
3/2004,72.7,22.5,24.5,MD2
4/2004,43.8,19.7,19.7,MD2
5/2004,11.6,5.8,5.8,MD2
2/2005,46.9,16.4,16.4,MD2
3/2005,50.8,18.8,19.3,MD2
4/2005,62.0,23.4,23.4,MD2
5/2005,40.3,18.6,18.7,MD2
2/2006,31.3,7.9,8.7,MD2
3/2006,34.7,10.4,13.5,MD2
4/2006,60.3,22.8,23.4,MD2
5/2006,62.7,28.9,28.9,MD2
2/2007,14.9,4.4,4.4,MD2
3/2007,52.4,12.0,11.9,MD2
4/2007,18.1,6.4,6.4,MD2
5/2007,5.4,2.0,2.0,MD2
2/2008,70.6,18.9,17.7,MD2
3/2008,69.4,22.6,22.6,MD2
4/2008,43.2,18.6,18.7,MD2
5/2008,9.6,4.2,4.2,MD2
2/2009,21.7,7.0,--,MD2
3/2009,37.6,12.8,--,MD2
4/2009,32.3,13.5,--,MD2
5/2009,3.8,1.7,--,MD2
2/2010,59.5,14.8,--,MD2
3/2010,52.8,16.1,--,MD2
4/2010,50.9,19.7,--,MD2
5/2010,38.6,17.4,--,MD2
2/2011,28.5,11.9,--,MD2
3/2011,57.7,17.7,--,MD2
4/2011,95.9,35.0,--,MD2
5/2011,54.6,26.2,--,MD2
2/2012,6.0,2.2,--,MD2
3/2012,6.4,2.2,--,MD2
4/2012,34.7,9.9,--,MD2
5/2012,1.4,0.6,--,MD2
2/2013,33.4,10.9,--,MD2
3/2013,30.3,10.9,--,MD2
4/2013,15.6,6.8,--,MD2
5/2013,0.0,0.0,--,MD2
2/2014,0.5,0.0,--,MD2
3/2014,0.0,0.0,--,MD2
4/2014,20.0,4.0,--,MD2
5/2014,0.0,0.0,--,MD2
2/2015,4.0,2.0,--,MD2
3/2015,0.0,0.0,--,MD2
4/2015,0.0,0.0,--,MD2
5/2015,0.0,0.0,--,MD2
2/2016,40.0,13.0,--,MD2
3/2016,34.5,13.5,--,MD2
4/2016,33.5,14.5,--,MD2
5/2016,0.0,0.0,--,MD2
4/2000,84.7,38.0,38.0,MDC
4/2001,35.2,13.6,13.6,MDC
4/2002,11.2,4.4,4.4,MDC
4/2003,74.7,32.9,32.6,MDC
2/2004,72.6,27.9,28.3,MDC
4/2004,77.4,34.6,34.6,MDC
5/2004,58.8,29.3,29.3,MDC
4/2005,76.0,30.8,30.8,MDC
4/2006,134.8,46.3,45.3,MDC
4/2007,47.3,20.9,20.9,MDC
4/2008,58.9,26.2,26.2,MDC
4/2009,72.7,32.0,--,MDC
4/2010,78.0,30.9,--,MDC
4/2011,129.4,46.6,--,MDC
4/2012,82.1,33.1,--,MDC
4/2013,54.5,24.3,--,MDC
4/2014,31.4,9.5,--,MDC
4/2015,8.0,3.5,--,MDC
4/2016,76.0,35.5,--,MDC
2/2000,53.5,15.6,15.6,MDY
3/2000,99.7,29.0,29.0,MDY
4/2000,81.4,33.5,33.5,MDY
2/2001,34.1,9.3,9.3,MDY
3/2001,59.2,16.8,16.8,MDY
4/2001,42.8,17.0,17.0,MDY
5/2001,39.5,17.7,17.7,MDY
2/2002,63.0,20.3,20.3,MDY
3/2002,62.3,22.8,22.8,MDY
4/2002,70.6,26.6,26.6,MDY
2/2003,49.3,19.0,19.0,MDY
3/2003,56.5,20.6,20.7,MDY
4/2003,56.0,22.3,22.9,MDY
5/2003,47.9,16.2,16.2,MDY
6/2003,31.8,15.4,--,MDY
2/2004,61.0,21.7,22.1,MDY
3/2004,96.1,31.2,34.4,MDY
4/2004,74.7,34.2,34.2,MDY
5/2004,54.8,27.7,27.7,MDY
2/2005,67.5,23.7,23.7,MDY
3/2005,73.2,25.8,26.5,MDY
4/2005,95.0,34.8,34.8,MDY
5/2005,79.2,34.9,35.0,MDY
2/2006,48.6,14.2,15.5,MDY
3/2006,52.5,17.3,22.3,MDY
4/2006,96.6,33.8,34.7,MDY
5/2006,106.5,45.1,45.1,MDY
2/2007,22.7,6.8,6.8,MDY
3/2007,70.5,18.9,18.7,MDY
4/2007,46.6,17.2,17.2,MDY
5/2007,37.9,14.2,14.2,MDY
2/2008,77.7,22.5,20.5,MDY
3/2008,84.4,28.2,28.2,MDY
4/2008,65.2,28.0,28.1,MDY
5/2008,43.0,20.9,20.9,MDY
2/2009,29.9,9.5,--,MDY
3/2009,57.7,18.3,--,MDY
4/2009,64.4,26.7,--,MDY
5/2009,38.1,18.4,--,MDY
2/2010,71.9,19.4,--,MDY
3/2010,68.3,21.7,--,MDY
4/2010,73.5,28.7,--,MDY
5/2010,74.5,34.3,--,MDY
2/2011,47.6,20.0,--,MDY
3/2011,81.7,27.5,--,MDY
4/2011,131.2,46.1,--,MDY
5/2011,102.1,47.8,--,MDY
2/2012,13.8,5.1,--,MDY
3/2012,15.7,5.7,--,MDY
4/2012,45.3,16.4,--,MDY
5/2012,37.4,16.5,--,MDY
2/2013,48.3,16.3,--,MDY
3/2013,50.3,18.0,--,MDY
4/2013,44.9,17.8,--,MDY
5/2013,9.2,4.6,--,MDY
2/2014,3.0,1.0,--,MDY
3/2014,6.0,2.5,--,MDY
4/2014,41.5,11.0,--,MDY
5/2014,8.5,3.5,--,MDY
2/2015,17.5,6.0,--,MDY
3/2015,16.0,6.5,--,MDY
4/2015,4.0,1.5,--,MDY
5/2015,0.0,0.0,--,MDY
2/2016,68.5,20.5,--,MDY
3/2016,64.5,25.0,--,MDY
4/2016,81.0,33.0,--,MDY
5/2016,49.5,23.0,--,MDY
1/2000,19.8,6.3,--,MHG
2/2000,67.4,18.2,19.4,MHG
3/2000,101.1,32.0,35.2,MHG
4/2000,87.1,37.9,37.9,MHG
5/2000,59.1,27.7,27.7,MHG
1/2001,18.6,5.5,--,MHG
2/2001,31.9,8.1,8.5,MHG
3/2001,70.8,19.1,19.6,MHG
4/2001,39.8,16.9,16.9,MHG
5/2001,24.7,10.5,10.5,MHG
1/2002,52.1,15.3,--,MHG
2/2002,61.1,19.9,19.9,MHG
3/2002,54.2,21.8,21.8,MHG
4/2002,68.3,26.0,26.0,MHG
5/2002,25.1,11.1,11.3,MHG
1/2003,58.4,16.4,--,MHG
2/2003,44.0,18.0,18.0,MHG
3/2003,49.4,19.8,19.9,MHG
4/2003,47.2,19.9,20.1,MHG
5/2003,75.3,26.2,26.4,MHG
1/2004,48.5,12.2,--,MHG
2/2004,60.1,22.2,23.1,MHG
3/2004,86.6,29.5,34.0,MHG
4/2004,74.2,29.7,29.7,MHG
5/2004,36.3,17.3,17.3,MHG
1/2005,15.9,2.3,--,MHG
2/2005,60.2,20.9,21.6,MHG
3/2005,66.4,25.9,26.5,MHG
4/2005,88.3,30.5,32.9,MHG
5/2005,68.8,31.1,31.2,MHG
2/2006,43.2,13.2,14.1,MHG
3/2006,48.9,13.2,19.4,MHG
4/2006,79.0,28.8,29.9,MHG
5/2006,99.6,43.6,43.6,MHG
1/2007,27.9,6.5,--,MHG
2/2007,23.3,7.3,7.3,MHG
3/2007,38.2,11.7,16.7,MHG
4/2007,44.5,15.9,15.9,MHG
5/2007,26.0,10.9,10.9,MHG
1/2008,20.4,4.4,--,MHG
2/2008,68.3,17.7,18.0,MHG
3/2008,73.6,26.6,26.6,MHG
4/2008,57.3,26.0,26.1,MHG
5/2008,29.0,13.7,13.7,MHG
1/2009,26.8,6.3,--,MHG
2/2009,28.7,8.8,--,MHG
3/2009,58.9,19.0,--,MHG
4/2009,63.5,24.9,--,MHG
5/2009,25.9,11.3,--,MHG
1/2010,30.8,7.3,--,MHG
2/2010,73.7,17.3,--,MHG
3/2010,64.9,21.3,--,MHG
4/2010,68.9,24.4,--,MHG
5/2010,60.9,27.8,--,MHG
2/2011,57.8,20.3,--,MHG
3/2011,85.1,28.9,--,MHG
4/2011,140.6,47.5,--,MHG
5/2011,99.2,50.6,--,MHG
1/2012,5.8,2.4,--,MHG
2/2012,10.1,2.9,--,MHG
3/2012,30.0,6.3,--,MHG
4/2012,53.8,15.6,--,MHG
5/2012,34.3,13.9,--,MHG
1/2013,52.7,11.9,--,MHG
2/2013,41.8,14.1,--,MHG
3/2013,37.5,12.7,--,MHG
4/2013,25.4,11.4,--,MHG
5/2013,0.0,0.0,--,MHG
1/2014,2.9,0.6,--,MHG
2/2014,0.0,0.0,--,MHG
3/2014,8.0,1.5,--,MHG
4/2014,10.0,2.5,--,MHG
5/2014,0.0,0.0,--,MHG
1/2015,23.5,6.5,--,MHG
2/2015,9.0,3.5,--,MHG
3/2015,2.0,1.0,--,MHG
4/2015,3.0,1.0,--,MHG
5/2015,0.0,0.0,--,MHG
2/2016,63.0,20.5,--,MHG
3/2016,46.5,20.5,--,MHG
4/2016,57.0,27.0,--,MHG
5/2016,24.5,12.0,--,MHG
2/2000,47.3,14.9,16.5,MLF
3/2000,117.9,40.6,40.6,MLF
4/2000,96.0,41.9,41.9,MLF
2/2001,48.9,13.3,13.3,MLF
3/2001,100.4,30.8,30.8,MLF
4/2001,68.3,30.1,30.1,MLF
5/2001,55.7,26.4,26.4,MLF
2/2002,76.6,27.4,27.4,MLF
3/2002,69.9,29.4,29.4,MLF
4/2002,83.6,33.6,33.6,MLF
2/2003,67.9,28.4,28.4,MLF
3/2003,66.1,27.9,28.0,MLF
4/2003,58.2,26.9,27.1,MLF
5/2003,103.4,40.8,40.8,MLF
2/2004,85.5,30.5,30.9,MLF
3/2004,103.3,42.1,48.2,MLF
4/2004,91.9,44.6,44.6,MLF
5/2004,65.9,33.3,33.3,MLF
2/2005,70.5,27.6,27.6,MLF
3/2005,85.1,36.7,37.5,MLF
4/2005,113.4,46.8,46.8,MLF
5/2005,90.4,43.6,43.7,MLF
2/2006,44.6,13.6,14.9,MLF
3/2006,37.6,14.6,22.9,MLF
4/2006,95.9,37.6,38.8,MLF
5/2006,96.5,46.8,46.8,MLF
2/2007,25.1,9.3,9.3,MLF
3/2007,89.4,22.4,22.4,MLF
4/2007,42.1,17.8,17.8,MLF
5/2007,28.9,12.6,12.6,MLF
2/2008,107.3,34.3,31.5,MLF
3/2008,113.7,39.8,39.8,MLF
4/2008,79.7,36.9,37.0,MLF
5/2008,49.1,24.3,24.3,MLF
2/2009,33.7,11.8,--,MLF
3/2009,69.0,24.3,--,MLF
4/2009,61.6,28.0,--,MLF
5/2009,35.4,17.5,--,MLF
2/2010,98.3,28.3,--,MLF
3/2010,94.7,33.5,--,MLF
4/2010,94.4,37.8,--,MLF
5/2010,97.7,45.9,--,MLF
2/2011,69.7,28.3,--,MLF
3/2011,107.1,39.3,--,MLF
4/2011,186.3,70.9,--,MLF
5/2011,132.8,76.0,--,MLF
2/2012,19.1,7.3,--,MLF
3/2012,19.7,8.6,--,MLF
4/2012,49.9,21.2,--,MLF
5/2012,35.4,18.1,--,MLF
2/2013,46.9,15.9,--,MLF
3/2013,42.1,15.6,--,MLF
4/2013,27.2,11.7,--,MLF
5/2013,0.8,0.5,--,MLF
3/2014,5.5,2.0,--,MLF
4/2014,8.0,4.0,--,MLF
5/2014,4.5,2.0,--,MLF
3/2015,8.5,3.0,--,MLF
4/2015,0.0,0.0,--,MLF
5/2015,0.0,0.0,--,MLF
4/2016,72.0,31.5,--,MLF
5/2016,31.5,16.0,--,MLF
2/2000,45.9,11.6,--,MMT
3/2000,64.2,18.4,--,MMT
4/2000,49.4,20.2,20.2,MMT
2/2001,25.0,6.4,--,MMT
3/2001,49.3,12.8,--,MMT
4/2001,33.9,13.6,--,MMT
2/2002,41.5,12.6,--,MMT
3/2002,38.4,14.1,--,MMT
4/2002,46.1,16.6,--,MMT
2/2003,28.6,11.1,--,MMT
3/2003,38.2,12.7,--,MMT
4/2003,37.6,13.9,--,MMT
2/2004,36.1,11.6,--,MMT
3/2004,69.6,18.9,--,MMT
4/2004,33.3,14.9,--,MMT
2/2005,84.8,23.9,--,MMT
3/2005,87.8,28.6,--,MMT
4/2005,95.9,34.8,--,MMT
2/2006,49.4,19.1,--,MMT
3/2006,49.1,17.4,--,MMT
4/2006,88.4,29.0,--,MMT
2/2007,17.2,5.6,--,MMT
3/2007,43.7,10.6,--,MMT
4/2007,20.7,7.3,--,MMT
2/2008,60.3,17.7,--,MMT
3/2008,79.7,24.7,--,MMT
4/2008,50.9,22.6,--,MMT
2/2009,28.0,10.0,--,MMT
3/2009,47.4,14.0,--,MMT
4/2009,46.1,18.0,--,MMT
2/2010,51.9,14.5,--,MMT
3/2010,54.8,17.7,--,MMT
4/2010,65.3,22.2,--,MMT
2/2011,57.3,20.6,--,MMT
3/2011,75.1,26.0,--,MMT
4/2011,91.1,33.5,--,MMT
2/2012,13.6,4.0,--,MMT
3/2012,15.2,4.3,--,MMT
4/2012,27.4,8.5,--,MMT
2/2013,38.9,12.2,--,MMT
3/2013,34.9,12.7,--,MMT
4/2013,23.6,9.4,--,MMT
2/2014,13.0,3.5,--,MMT
3/2014,23.4,5.7,--,MMT
4/2014,13.0,4.5,--,MMT
2/2015,2.0,0.5,--,MMT
3/2015,1.0,0.5,--,MMT
4/2015,0.0,0.0,--,MMT
2/2016,35.5,10.5,--,MMT
3/2016,32.5,14.0,--,MMT
4/2016,32.0,12.5,--,MMT
2/2000,66.9,16.6,--,MN2
3/2000,87.9,26.7,--,MN2
4/2000,72.3,29.4,29.4,MN2
2/2001,35.2,8.8,--,MN2
3/2001,67.6,17.8,--,MN2
4/2001,46.9,19.0,--,MN2
2/2002,60.1,19.8,--,MN2
3/2002,54.8,21.2,--,MN2
4/2002,65.2,25.6,--,MN2
2/2003,40.8,16.1,--,MN2
3/2003,51.7,18.4,--,MN2
4/2003,51.4,20.3,--,MN2
2/2004,55.1,19.6,--,MN2
3/2004,95.8,28.3,--,MN2
4/2004,56.3,24.6,--,MN2
2/2005,113.4,36.8,--,MN2
3/2005,116.4,40.2,--,MN2
4/2005,130.2,50.0,--,MN2
2/2006,72.4,25.0,--,MN2
3/2006,72.3,26.4,--,MN2
4/2006,123.1,43.2,--,MN2
2/2007,21.6,6.9,--,MN2
3/2007,60.7,14.6,--,MN2
4/2007,33.7,12.2,--,MN2
2/2008,71.8,21.4,--,MN2
3/2008,94.7,31.4,--,MN2
4/2008,66.5,29.9,--,MN2
2/2009,42.3,13.7,--,MN2
3/2009,64.6,20.1,--,MN2
4/2009,70.5,26.7,--,MN2
2/2010,63.8,17.9,--,MN2
3/2010,69.6,22.6,--,MN2
4/2010,82.9,28.7,--,MN2
2/2011,78.5,29.7,--,MN2
3/2011,101.1,35.9,--,MN2
4/2011,121.6,47.1,--,MN2
2/2012,20.9,6.3,--,MN2
3/2012,28.8,7.6,--,MN2
4/2012,39.6,12.1,--,MN2
2/2013,63.7,23.8,--,MN2
3/2013,57.9,23.1,--,MN2
4/2013,50.4,21.9,--,MN2
2/2014,15.5,4.0,--,MN2
3/2014,38.2,9.5,--,MN2
4/2014,28.0,9.5,--,MN2
2/2015,8.0,3.0,--,MN2
3/2015,10.5,4.5,--,MN2
4/2015,2.5,1.0,--,MN2
2/2016,57.0,17.5,--,MN2
3/2016,51.0,20.0,--,MN2
4/2016,58.0,23.0,--,MN2
2/2000,38.0,9.5,9.5,MNK
3/2000,74.1,21.3,21.3,MNK
4/2000,53.2,22.5,22.5,MNK
5/2000,9.1,4.0,4.0,MNK
2/2001,24.4,6.3,6.3,MNK
3/2001,55.6,13.4,13.4,MNK
4/2001,28.9,15.9,15.9,MNK
5/2001,19.6,7.1,7.1,MNK
2/2002,35.5,14.5,15.4,MNK
3/2002,43.0,16.6,16.6,MNK
4/2002,61.2,23.2,23.2,MNK
5/2002,2.9,1.3,1.7,MNK
2/2003,19.0,7.5,7.5,MNK
3/2003,28.6,8.2,8.2,MNK
4/2003,20.6,8.6,8.6,MNK
5/2003,9.9,3.9,3.9,MNK
2/2004,47.5,14.8,14.9,MNK
3/2004,65.4,20.2,19.5,MNK
4/2004,41.1,16.4,17.0,MNK
5/2004,0.0,0.0,--,MNK
2/2005,62.2,22.7,22.7,MNK
3/2005,73.0,27.5,28.1,MNK
4/2005,81.3,31.3,31.3,MNK
2/2006,45.0,15.6,15.9,MNK
3/2006,36.6,13.0,14.3,MNK
4/2006,85.3,26.8,27.5,MNK
5/2006,60.6,14.0,14.0,MNK
2/2007,22.0,5.0,5.0,MNK
3/2007,35.3,10.4,12.5,MNK
4/2007,17.1,5.3,5.3,MNK
5/2007,0.0,0.0,--,MNK
3/2008,85.0,30.0,30.0,MNK
4/2008,56.8,27.6,28.1,MNK
5/2008,11.8,6.1,6.1,MNK
2/2009,28.0,11.0,--,MNK
3/2009,53.8,14.7,--,MNK
4/2009,33.5,14.5,--,MNK
5/2009,13.6,7.8,--,MNK
2/2010,57.0,17.0,--,MNK
3/2010,91.5,28.5,--,MNK
4/2010,65.8,26.4,--,MNK
5/2010,56.4,25.7,--,MNK
2/2011,64.0,20.7,--,MNK
4/2011,86.5,38.0,--,MNK
5/2011,64.0,30.0,--,MNK
2/2012,17.0,6.0,--,MNK
3/2012,15.0,5.0,--,MNK
4/2012,18.3,6.3,--,MNK
5/2012,1.4,0.7,--,MNK
2/2013,28.6,9.9,--,MNK
3/2013,26.1,9.6,--,MNK
4/2013,5.6,2.4,--,MNK
5/2013,0.0,0.0,--,MNK
2/2014,0.0,0.0,--,MNK
3/2014,3.5,1.5,--,MNK
4/2014,6.0,1.5,--,MNK
5/2014,0.0,0.0,--,MNK
2/2015,5.5,2.0,--,MNK
3/2015,3.0,1.0,--,MNK
4/2015,0.0,0.0,--,MNK
5/2015,0.0,0.0,--,MNK
2/2016,48.5,13.0,--,MNK
3/2016,41.0,19.5,--,MNK
4/2016,36.0,16.0,--,MNK
5/2016,4.0,2.0,--,MNK
2/2000,52.3,11.9,11.9,MNP
3/2000,101.0,34.2,34.2,MNP
4/2000,69.8,27.1,27.1,MNP
5/2000,73.4,30.5,30.6,MNP
2/2001,24.1,5.8,5.8,MNP
3/2001,87.2,31.5,31.4,MNP
4/2001,62.7,18.1,18.1,MNP
2/2002,67.3,21.6,21.6,MNP
3/2002,67.1,23.0,23.0,MNP
4/2002,83.9,26.2,26.6,MNP
2/2003,48.4,17.6,17.6,MNP
3/2003,46.7,21.5,22.3,MNP
5/2003,60.0,27.0,27.2,MNP
2/2004,59.6,16.6,16.6,MNP
2/2005,94.6,29.7,29.7,MNP
3/2005,104.0,35.7,35.7,MNP
4/2005,110.0,37.0,37.0,MNP
4/2006,124.2,40.4,41.1,MNP
3/2007,44.1,13.4,12.6,MNP
2/2008,66.8,21.9,19.2,MNP
3/2008,89.3,27.8,28.2,MNP
2/2009,43.6,11.7,--,MNP
4/2009,66.6,20.2,--,MNP
3/2010,81.7,26.9,--,MNP
4/2010,81.1,32.1,--,MNP
2/2011,73.4,30.8,--,MNP
3/2011,94.9,36.8,--,MNP
4/2011,128.3,49.9,--,MNP
2/2012,33.2,7.2,--,MNP
3/2012,27.2,8.6,--,MNP
4/2012,41.0,11.2,--,MNP
2/2013,55.7,19.8,--,MNP
3/2013,54.3,20.9,--,MNP
4/2013,52.3,20.6,--,MNP
2/2014,7.5,1.5,--,MNP
3/2014,18.5,5.5,--,MNP
4/2014,48.5,12.5,--,MNP
3/2015,20.5,6.0,--,MNP
4/2015,18.5,5.0,--,MNP
2/2016,32.5,8.0,--,MNP
3/2016,45.0,14.0,--,MNP
4/2016,58.0,19.5,--,MNP
4/2000,71.0,29.2,29.2,MRO
4/2001,48.0,18.3,18.3,MRO
4/2002,87.0,40.3,40.3,MRO
4/2003,75.0,34.1,34.1,MRO
4/2004,69.0,32.3,32.3,MRO
4/2005,106.0,43.6,43.6,MRO
4/2006,162.0,68.8,64.4,MRO
4/2007,44.0,16.8,16.8,MRO
4/2009,81.0,32.1,--,MRO
4/2010,85.0,34.4,--,MRO
4/2011,124.0,52.8,--,MRO
4/2012,54.0,20.2,--,MRO
4/2013,61.0,28.0,--,MRO
4/2014,46.0,16.5,--,MRO
4/2015,29.5,13.5,--,MRO
4/2016,92.0,42.0,--,MRO
2/2000,16.7,5.1,8.0,MSH
3/2000,168.9,59.6,59.6,MSH
4/2000,139.4,67.2,67.2,MSH
5/2000,135.6,71.6,71.6,MSH
2/2001,55.2,17.4,17.4,MSH
3/2001,106.7,34.1,34.1,MSH
4/2001,88.9,42.6,42.6,MSH
5/2001,77.6,41.6,41.6,MSH
2/2002,92.9,39.5,39.5,MSH
3/2002,106.9,46.6,46.6,MSH
4/2002,33.1,14.6,14.6,MSH
5/2002,77.9,43.0,44.4,MSH
2/2003,129.6,59.7,59.8,MSH
3/2003,129.4,62.4,62.4,MSH
4/2003,150.7,74.1,74.1,MSH
5/2003,189.9,76.2,76.0,MSH
2/2004,112.7,46.5,46.9,MSH
3/2004,188.2,73.1,72.2,MSH
4/2004,138.1,72.6,72.6,MSH
5/2004,122.8,73.2,73.2,MSH
2/2005,109.6,40.4,40.4,MSH
3/2005,106.5,39.6,43.7,MSH
4/2005,61.1,26.3,26.3,MSH
5/2005,127.4,56.1,56.4,MSH
2/2006,136.8,51.9,50.8,MSH
3/2006,123.5,54.7,64.4,MSH
5/2006,215.0,113.0,113.0,MSH
2/2007,49.2,14.5,14.5,MSH
3/2007,113.7,37.2,37.2,MSH
4/2007,77.1,34.8,34.8,MSH
5/2007,67.4,31.5,31.5,MSH
2/2008,106.0,32.7,30.0,MSH
3/2008,74.8,26.5,33.0,MSH
4/2008,82.4,36.4,36.4,MSH
5/2008,58.0,31.0,31.0,MSH
2/2009,24.4,8.0,--,MSH
3/2009,88.9,26.6,--,MSH
4/2009,94.9,40.2,--,MSH
5/2009,94.5,46.0,--,MSH
3/2010,126.0,51.0,--,MSH
4/2010,144.3,60.0,--,MSH
5/2010,148.2,71.6,--,MSH
2/2011,81.9,36.9,--,MSH
3/2011,123.0,53.0,--,MSH
5/2011,165.0,81.6,--,MSH
2/2012,41.0,11.3,--,MSH
3/2012,41.5,15.3,--,MSH
